시설명,대표자,연락처,주소,지도자,시설면적,운동종류,장애종류,강의명,시간,요일,강사명,기간,차량지원,장애 지원시설,수강료
도깨비장군활터 (국궁 / 양궁),김현근,02-747-7466,제주시 1100로 2894-63(노형동) 도깨비장군활터,1명,2100 ㎡,기타종목,"지체, 청각/언어, 지적/자폐",[12월] 장애인 양궁 교실,10:00 ~ 18:00,"월,화,수,목,토,일",김현근,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인전용 주차구역,주출입구 단차없음","80,000"
도깨비장군활터 (국궁 / 양궁),김현근,02-747-7466,제주시 1100로 2894-63(노형동) 도깨비장군활터,1명,2100 ㎡,기타종목,"지체, 청각/언어, 지적/자폐",[12월] 장애인 전통활쏘기 교실,10:00 ~ 18:00,"월,화,수,목,금,토,일",김현근,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인전용 주차구역,주출입구 단차없음","80,000"
도원무술관 2관,박경수,055-325-1202,경상남도 김해시 김해대로2491번길 27 2층 도원무술관 2관(삼정동),1명,40 ㎡,합기도,기타,[12월] 합기도,14:00 ~ 22:30,"월,화,수,목,금",박경수,2020.12.01 ~ 2020.12.10,지원,,"80,000"
도을요가필라테스,김회원,02-261-4560,광주광역시 북구 면앙로 52 (2층) 도을요가필라테스(문흥동),4명,132 ㎡,요가,"청각/언어, 지적/자폐, 기타",[12월] 요가필라테스,09:00 ~ 21:50,"월,화,수,목,금","강연경,,이규리,,최시연",2020.12.01 ~ 2020.12.10,미지원,,"80,000"
동광태권도장,김광용,055-333-5735,경상남도 김해시 호계로500번길 3-9(동상동) 1층,1명,165 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 태권도교실,08:00 ~ 09:00,"월,화,수,목,금",김광용,2020.12.01 ~ 2020.12.10,지원,,"130,000"
동구국민체육센터,김종호,062-351-0076,광주광역시 동구 필문대로205번길 17 동구국민체육센터(산수동),3명,3519685 ㎡,수영,"시각, 청각/언어, 지적/자폐",[12월] 검도교실,19:00 ~ 20:00,"월,수,금",김종호,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스","80,000"
동구국민체육센터,김종호,062-351-0076,광주광역시 동구 필문대로205번길 17 동구국민체육센터(산수동),3명,3519685 ㎡,수영,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 요가+스트레칭,09:50 ~ 10:40,"월,수,금",정형숙,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스","80,000"
동구국민체육센터,김종호,062-351-0076,광주광역시 동구 필문대로205번길 17 동구국민체육센터(산수동),3명,3519685 ㎡,수영,"시각, 청각/언어",[12월] 헬스,06:00 ~ 19:00,"월,수,금",양형준,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스","80,000"
동구아름다운복지관,최재천,042-280-9519,대전광역시 동구 안골로 49 동구아름다운복지관(구도동),2명,2765 ㎡,검도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 꿈꾸는작은화랑(검도교실),15:00 ~ 16:00,화,류지은,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","20,000"
동구아름다운복지관,최재천,042-280-9519,대전광역시 동구 안골로 49 동구아름다운복지관(구도동),2명,2765 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 디딤특수체육,16:00 ~ 16:50,수,서경산,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","20,000"
동구아름다운복지관,최재천,042-280-9519,대전광역시 동구 안골로 49 동구아름다운복지관(구도동),2명,2765 ㎡,기타종목,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 멀티스포츠,17:00 ~ 17:50,목,서경산,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","20,000"
동구아름다운복지관,최재천,042-280-9519,대전광역시 동구 안골로 49 동구아름다운복지관(구도동),2명,2765 ㎡,기타종목,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 성인풋살,15:00 ~ 16:00,목,서경산,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","20,000"
동구아름다운복지관,최재천,042-280-9519,대전광역시 동구 안골로 49 동구아름다운복지관(구도동),2명,2765 ㎡,기타종목,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 스포츠스태킹,16:00 ~ 16:50,금,서경산,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","20,000"
동구아름다운복지관,최재천,042-280-9519,대전광역시 동구 안골로 49 동구아름다운복지관(구도동),2명,2765 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 아동특수체육,14:30 ~ 15:20,수,서경산,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","20,000"
동구아름다운복지관,최재천,042-280-9519,대전광역시 동구 안골로 49 동구아름다운복지관(구도동),2명,2765 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 어울림특수체육,17:00 ~ 17:50,수,서경산,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","20,000"
동구아름다운복지관,최재천,042-280-9519,대전광역시 동구 안골로 49 동구아름다운복지관(구도동),2명,2765 ㎡,기타종목,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 플라잉디스크B,10:00 ~ 10:50,금,서경산,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","20,000"
동구아름다운복지관,최재천,042-280-9519,대전광역시 동구 안골로 49 동구아름다운복지관(구도동),2명,2765 ㎡,기타종목,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 플라잉디스크B,16:10 ~ 17:00,화,서경산,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","20,000"
동래스포츠클럽,장준용,051-503-7612,부산광역시 동래구 미남로 110 (온천동),5명,1821 ㎡,수영,시각,[12월] 08시오전수영(장애인보호자 동반),08:00 ~ 08:50,"월,화,수,목,금",이동민,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,휠체어 대여","68,000"
동래스포츠클럽,장준용,051-503-7612,부산광역시 동래구 미남로 110 (온천동),5명,1821 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐",[12월] 스피닝_화목,00:00 ~ 00:00,"화,목",,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,휠체어 대여","68,000"
동래스포츠클럽,장준용,051-503-7612,부산광역시 동래구 미남로 110 (온천동),5명,1821 ㎡,수영,"지체, 시각, 청각/언어, 지적/자폐",[12월] 청소년수영,21:00 ~ 21:50,"월,화,수,목,금",,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,휠체어 대여","68,000"
동림다목적체육관,이순옥,062-714-2002,광주광역시 북구 북문대로 200 동림다목적체육관 1층(동림동),1명,7124 ㎡,탁구,"지체, 지적/자폐, 뇌병변, 기타",[12월] 장애인탁구교실,13:00 ~ 15:00,"월,수",정은종,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","80,000"
동림다목적체육관,이순옥,062-714-2002,광주광역시 북구 북문대로 200 동림다목적체육관 1층(동림동),1명,7124 ㎡,탁구,"지체, 지적/자폐, 뇌병변, 기타",[12월] 장애인탁구교실,13:00 ~ 15:00,"화,목",정은종,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","80,000"
동산볼링장,이상원,053-256-3030,"대구광역시 중구 달성로 10 (동산동, 동산빌딩) 지하1층",3명,1160 ㎡,볼링,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 장애인볼링,11:00 ~ 17:00,"월,화,수,목,금",이상원,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,시각장애인 편의서비스","80,000"
동아대 태권도,강경태,02-335-9978,부산광역시 북구 학사로17번가길 30 삼일빌등 2층 동아대태권도(화명동),3명,182 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 태권도,14:00 ~ 21:30,"월,화,수,목,금",강경태,2020.12.01 ~ 2020.12.10,지원,장애인용 엘리베이터,"130,000"
동아대mba태권도,정민중,051-851-7300,"부산광역시 연제구 연수로 130 상가B동 206,207(연산동, 연산더샵)",2명,153 ㎡,태권도,기타,[12월] 태권도,19:00 ~ 20:00,"월,화,수,목,금",정민중,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
동아대mba태권도,정민중,051-851-7300,"부산광역시 연제구 연수로 130 상가B동 206,207(연산동, 연산더샵)",2명,153 ㎡,태권도,기타,[12월] 태권도,20:30 ~ 21:30,"월,화,수,목,금,토",정민중,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
동아대mba태권도,정민중,051-851-7300,"부산광역시 연제구 연수로 130 상가B동 206,207(연산동, 연산더샵)",2명,153 ㎡,태권도,기타,[12월] 태권도,20:30 ~ 21:30,"월,화,수,목,금",정민중,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
동아대힘찬태권도,박경민,052-233-3388,울산광역시 동구 월봉4길 58 2층(방어동),3명,55 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 태권도,02:00 ~ 22:00,"월,화,수,목,금",박경민,2020.12.01 ~ 2020.12.10,지원,,"120,000"
동아스포츠아카데미,황현성,010-3540-4491,부산광역시 북구 금곡대로550번길 30 3층 동아스포츠아카데미(금곡동),1명,330 ㎡,농구,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 농구,17:00 ~ 18:00,"월,화,수,목,금,토,일",안홍근,2020.12.01 ~ 2020.12.10,지원,장애인전용 주차구역,"80,000"
동아스포츠아카데미,황현성,010-3540-4491,부산광역시 북구 금곡대로550번길 30 3층 동아스포츠아카데미(금곡동),1명,330 ㎡,롤러인라인,"지체, 청각/언어, 지적/자폐, 뇌병변",[12월] 인라인스케이트,18:00 ~ 19:00,"월,화,수,목,금,토,일",황현성,2020.12.01 ~ 2020.12.10,지원,장애인전용 주차구역,"80,000"
동양태권도장,김희근,02-722-2409,제주시 지석10길 13-15 동양태권도장,2명,165 ㎡,태권도,"청각/언어, 지적/자폐, 뇌병변",[12월] 동양태권도 교실,14:00 ~ 21:00,"월,화,수,목,금,토,일",김희근,2020.12.01 ~ 2020.12.10,지원,,"80,000"
동천재활체육센터,이정훈,02-949-9114,서울특별시 노원구 노원로18길 41 동천재활체육센터(하계동),10명,9480 ㎡,헬스,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 퍼블릭 1개월 +헬스 PT(4회 20분/회),06:00 ~ 22:30,"월,화,수,목,금",이성모,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","80,000"
동천재활체육센터,이정훈,02-949-9114,서울특별시 노원구 노원로18길 41 동천재활체육센터(하계동),10명,9480 ㎡,빙상,"지체, 청각/언어, 지적/자폐",[12월] 해누리빙상,15:00 ~ 17:45,"월,화,수,목,금",이성모,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","80,000"
동천재활체육센터,이정훈,02-949-9114,서울특별시 노원구 노원로18길 41 동천재활체육센터(하계동),10명,9480 ㎡,헬스,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 해누리헬스,06:00 ~ 22:00,"월,화,수,목,금,토,일",이성모,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","80,000"
두드림스포츠발달센터,이동훈,053-982-0675,대구광역시 동구 동촌로 265-1 3층(방촌동),2명,208 ㎡,기타종목,"지체, 지적/자폐, 기타",[12월] 심리운동,10:00 ~ 19:00,"월,화,목,금","김성운,,전슬기",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,주출입구 단차없음","80,000"
두미르태권도장,정구현,033-252-1357,강원도 춘천시 영서로 2756번길 8-1 1층,2명,126 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐",[12월] 태권도,14:00 ~ 19:00,"월,화,수,목,금",정구현,2020.12.01 ~ 2020.12.10,지원,,"80,000"
드림키즈아동발달센터,김화년,041-564-5667,충청남도 천안시 서북구 불당33길 22 불당고은타워 802호 드림키즈아동발달센터(불당동),1명,165 ㎡,농구,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 드림키즈 농구교실,14:00 ~ 16:00,"월,토",김화년,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,시각장애인 편의서비스","160,000"
드림키즈아동발달센터,김화년,041-564-5667,충청남도 천안시 서북구 불당33길 22 불당고은타워 802호 드림키즈아동발달센터(불당동),1명,165 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 특수체육,10:00 ~ 20:00,"월,화,수,목,금",김화년,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,시각장애인 편의서비스","160,000"
라스트짐,변성준,062-351-0517,광주광역시 남구 화정로260번길 34 4층 라스트짐(월산동),2명,264 ㎡,기타종목,"청각/언어, 기타",[12월] 주짓수,19:00 ~ 23:00,"월,화,수,목,금",조효정,2020.12.01 ~ 2020.12.10,지원,,"80,000"
라온치료교육센터,이인희,02-401-8005,경기도 안산시 단원구 원포공원1로 59 A동 310호,1명,314 ㎡,기타종목,지적/자폐,[12월] 뉴스포츠,13:00 ~ 19:00,"월,화,수,목,금",이주영,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
라온치료교육센터,이인희,02-401-8005,경기도 안산시 단원구 원포공원1로 59 A동 310호,1명,314 ㎡,기타종목,"지적/자폐, 뇌병변",[12월] 체력운동,10:00 ~ 19:00,"월,화,수,목,금",이주영,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
라온치료교육센터,이인희,02-401-8005,경기도 안산시 단원구 원포공원1로 59 A동 310호,1명,314 ㎡,기타종목,"지적/자폐, 뇌병변",[12월] 특수체육,10:00 ~ 19:00,"월,화,수,목,금",이주영,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
라온태권도,황미화,051-960-9411,부산광역시 수영구 과정로41번길 65 (망미동),1명,89 ㎡,태권도,"지체, 시각, 청각/언어, 기타","[12월] 태권도, 스트레칭, 체력단련, 면연력증진",06:00 ~ 23:00,"월,화,수,목,금",황미화,2020.12.01 ~ 2020.12.10,지원,,"80,000"
라이온합기도,이홍욱,032-512-0308,인천광역시 부평구 부흥로243번길 10 2층 합기도 체육관(부평동),1명,132 ㎡,합기도,지적/자폐,[12월] 합기도및학교체육,01:00 ~ 10:00,"월,화,수,목,금",이홍욱,2020.12.01 ~ 2020.12.10,지원,,"80,000"
